Source,Target,Type,Weight
Freeman,Dunn,Undirected,37
Schneider,Patterson,Undirected,42
Perkins,Chambers,Undirected,13
Santos,Alvarez,Undirected,40
Ruiz,Perkins,Undirected,13
Richards,Morrison,Undirected,10
Phillips,Santos,Undirected,12
Nguyen,Norris,Undirected,20
Salazar,Cook,Undirected,8
Dean,Russell,Undirected,28
Garrett,Walters,Undirected,34
Lynch,Becker,Undirected,36
Bradley,Mcdaniel,Undirected,8
Palmer,Dixon,Undirected,40
Rose,Jensen,Undirected,10
Robinson,Frazier,Undirected,30
Schwartz,Barker,Undirected,16
Hughes,Hall,Undirected,23
Barnes,Peterson,Undirected,87
Nguyen,Gonzales,Undirected,11
Murray,Estrada,Undirected,15
Graves,Schultz,Undirected,16
Gray,Gardner,Undirected,58
Henry,Nguyen,Undirected,8
Diaz,Bradley,Undirected,12
Stanley,Barnes,Undirected,50
Allen,Vasquez,Undirected,22
Hughes,Bryant,Undirected,26
Mcdaniel,Chambers,Undirected,14
Garrett,Barker,Undirected,19
Arnold,Barnes,Undirected,69
Salazar,Pearson,Undirected,6
Ferguson,Norris,Undirected,71
Ford,Salazar,Undirected,32
Garrett,Pearson,Undirected,54
Johnson,Thornton,Undirected,35
Schneider,Larson,Undirected,18
Murray,Hunt,Undirected,15
Lewis,Gomez,Undirected,21
Turner,Schneider,Undirected,11
Allen,Pearson,Undirected,23
Harris,Morrison,Undirected,15
Robinson,Mccoy,Undirected,15
Mcdaniel,Hill,Undirected,17
Wells,Thornton,Undirected,6
Shelton,Burns,Undirected,55
Lane,Banks,Undirected,102
Larson,Little,Undirected,10
Black,Lee,Undirected,17
Hayes,Williams,Undirected,60
Carr,Thomas,Undirected,9
Nelson,Stone,Undirected,6
Greene,Fisher,Undirected,36
Webb,Harvey,Undirected,8
Adams,Weaver,Undirected,11
Gonzales,Allen,Undirected,48
Harper,Santos,Undirected,8
Sutton,Peterson,Undirected,25
Lewis,Patterson,Undirected,10
Garcia,Stanley,Undirected,37
Stanley,Robinson,Undirected,21
Stone,Gomez,Undirected,5
Henry,Lynch,Undirected,105
Howell,Ruiz,Undirected,6
Lee,Norris,Undirected,99
Cunningham,Rhodes,Undirected,29
Munoz,Hughes,Undirected,11
Moreno,Gomez,Undirected,14
Diaz,Lewis,Undirected,23
Byrd,Jensen,Undirected,38
Gonzalez,Barker,Undirected,13
Larson,Ruiz,Undirected,11
Newman,Jennings,Undirected,75
Gomez,Allen,Undirected,22
Williams,Cole,Undirected,11
Morris,Garrett,Undirected,20
Reynolds,Pearson,Undirected,8
Bennett,Beck,Undirected,5
Woods,Nguyen,Undirected,11
Myers,Frazier,Undirected,33
Patel,Reed,Undirected,10
Lowe,Armstrong,Undirected,35
James,Bryant,Undirected,21
Hill,Mccoy,Undirected,40
Vasquez,Arnold,Undirected,189
Snyder,Scott,Undirected,11
Reynolds,Bryant,Undirected,11
Carroll,Jacobs,Undirected,35
Wong,Salazar,Undirected,10
Neal,Watts,Undirected,7
Coleman,Vega,Undirected,8
Kelly,Fisher,Undirected,41
Ryan,Long,Undirected,7
Ruiz,Moreno,Undirected,34
Wheeler,Hughes,Undirected,21
Vasquez,Pearson,Undirected,6
Carroll,Lucas,Undirected,67
Garza,Morales,Undirected,9
Garrett,Banks,Undirected,38
Barker,Banks,Undirected,6
Walters,Little,Undirected,35
Peterson,Henry,Undirected,16
Stone,Silva,Undirected,19
Murray,Peterson,Undirected,27
Ferguson,Hill,Undirected,14
Mccoy,Welch,Undirected,154
Powers,Weaver,Undirected,11
Mcdaniel,Miles,Undirected,10
Ortiz,Sanchez,Undirected,11
Armstrong,Castillo,Undirected,45
Jordan,Morris,Undirected,59
Warner,George,Undirected,17
Park,Mcdaniel,Undirected,78
Mcdaniel,Pierce,Undirected,21
Park,Carr,Undirected,15
Powers,Young,Undirected,13
Lewis,Watkins,Undirected,29
Castillo,Wilson,Undirected,9
Armstrong,Griffin,Undirected,5
Watts,Banks,Undirected,13
Gonzalez,Pierce,Undirected,35
Stewart,Maldonado,Undirected,46
Jacobs,Lewis,Undirected,28
Griffin,Garrett,Undirected,28
Ramirez,Roberts,Undirected,14
Harris,Bishop,Undirected,11
Vasquez,Maldonado,Undirected,9
Watson,Mcdaniel,Undirected,5
Lynch,Garrett,Undirected,10
Watts,Estrada,Undirected,6
Lyons,Salazar,Undirected,15
Benson,Ferguson,Undirected,16
Carroll,Howell,Undirected,35
Jackson,Shelton,Undirected,46
Graves,Mcdaniel,Undirected,8
Thomas,Robinson,Undirected,8
Coleman,Russell,Undirected,55
Ramirez,Hale,Undirected,67
Gomez,Bell,Undirected,11
Thomas,Chambers,Undirected,9
Schneider,Sutton,Undirected,45
Flores,Turner,Undirected,5
Jackson,Washington,Undirected,40
Jordan,Barnes,Undirected,19
Jensen,Byrd,Undirected,12
Gomez,Maldonado,Undirected,12
Castillo,Vasquez,Undirected,6
Parker,Gonzales,Undirected,16
Allen,Garcia,Undirected,118
Salazar,Newman,Undirected,21
Robinson,Pearson,Undirected,10
Watson,Long,Undirected,5
Lynch,Gomez,Undirected,14
Spencer,Schneider,Undirected,13
Nguyen,Benson,Undirected,96
Banks,Salazar,Undirected,44
Hunt,Welch,Undirected,13
Spencer,Ryan,Undirected,10
Jimenez,Bryant,Undirected,58
Russell,Steele,Undirected,21
Walters,Bryant,Undirected,6
Garza,Porter,Undirected,30
Silva,Gilbert,Undirected,12
Garcia,Haynes,Undirected,43
Boyd,Dean,Undirected,24
Collins,Myers,Undirected,5
Dixon,Harris,Undirected,25
Barnett,Reyes,Undirected,36
Jordan,Gonzales,Undirected,44
Hughes,Ford,Undirected,22
Vaughn,Shelton,Undirected,34
Banks,Vasquez,Undirected,5
Long,Welch,Undirected,13
Walters,Douglas,Undirected,7
Cunningham,Delgado,Undirected,47
Schneider,Watts,Undirected,11
Howell,Little,Undirected,10
Mendoza,Carlson,Undirected,19
Rhodes,Weber,Undirected,31
Gonzales,Barnes,Undirected,19
Robertson,Gonzales,Undirected,21
Ross,Gilbert,Undirected,16
Robinson,Bryant,Undirected,19
Schneider,Turner,Undirected,20
Clark,Gilbert,Undirected,25
Murray,Jordan,Undirected,26
Bryant,Park,Undirected,69
George,Dominguez,Undirected,14
Henderson,Peters,Undirected,14
Neal,Bennett,Undirected,31
Neal,Carlson,Undirected,14
Contreras,Ferguson,Undirected,35
Pearson,Moreno,Undirected,10
Harper,Snyder,Undirected,53
Newman,Diaz,Undirected,11
Vasquez,Carroll,Undirected,14
Gilbert,Steele,Undirected,37
Wilson,Watson,Undirected,15
Hamilton,Neal,Undirected,10
Guzman,Hawkins,Undirected,25
Ross,Lynch,Undirected,16
Bell,Garrett,Undirected,43
Jacobs,Salazar,Undirected,13
Cole,Richards,Undirected,24
Jennings,Thornton,Undirected,21
Carlson,Young,Undirected,51
Sanchez,Washington,Undirected,11
Jensen,Washington,Undirected,18
Lewis,Lynch,Undirected,24
Garrett,Morris,Undirected,7
Schmidt,Horton,Undirected,8
Schwartz,Young,Undirected,6
Gardner,Brewer,Undirected,72
Nguyen,Jacobs,Undirected,19
Williams,Hayes,Undirected,9
Mcdaniel,Powers,Undirected,9
Larson,Nguyen,Undirected,36
Neal,Hill,Undirected,60
Coleman,Clark,Undirected,39
James,Newman,Undirected,12
Fowler,Russell,Undirected,9
Scott,Snyder,Undirected,18
Bradley,Hopkins,Undirected,6
Harvey,Chambers,Undirected,49
Ferguson,Black,Undirected,17
Wheeler,Austin,Undirected,15
Shaw,Dominguez,Undirected,13
Thornton,Stephens,Undirected,53
Watkins,Carter,Undirected,18
Lowe,Schwartz,Undirected,24
Horton,Vasquez,Undirected,42
Martinez,Banks,Undirected,46
Rogers,Nguyen,Undirected,15
Schmidt,Perkins,Undirected,11
Maldonado,Banks,Undirected,63
Wolfe,Ross,Undirected,16
Berry,Lambert,Undirected,24
Wilson,Young,Undirected,17
Lee,Estrada,Undirected,5
Thomas,Gonzales,Undirected,32
Peterson,Robinson,Undirected,58
Turner,Barnett,Undirected,7
Santos,Fisher,Undirected,26
Jennings,Rhodes,Undirected,34
Woods,Diaz,Undirected,23
Carr,Barker,Undirected,28
Jordan,Schneider,Undirected,10
Elliott,Stephens,Undirected,112
Mendoza,Mcdaniel,Undirected,46
Boyd,Henderson,Undirected,28
Stewart,Hoffman,Undirected,27
Fleming,Miller,Undirected,10
Dean,Reyes,Undirected,7
Mcdaniel,Silva,Undirected,15
Perry,Becker,Undirected,106
Bryant,Jimenez,Undirected,5
Pearson,Banks,Undirected,29
Hughes,Carr,Undirected,7
Sanchez,Hale,Undirected,48
Maldonado,Sanders,Undirected,115
Garcia,Graves,Undirected,23
Shaw,Simpson,Undirected,25
Murray,Maldonado,Undirected,44
Fox,Nichols,Undirected,13
Nelson,Carroll,Undirected,9
Schultz,Stewart,Undirected,8
Webb,Douglas,Undirected,53
Silva,Webb,Undirected,9
Larson,Lee,Undirected,36
Pearson,Mcdaniel,Undirected,10
Medina,Simmons,Undirected,10
Stanley,Griffin,Undirected,25
Vargas,Shelton,Undirected,43
Larson,Garrett,Undirected,6
Armstrong,Mcdaniel,Undirected,18
Holt,Gardner,Undirected,13
Banks,Griffin,Undirected,5
Banks,Wilson,Undirected,22
Miller,Robertson,Undirected,10
Shelton,White,Undirected,32
Barnes,Nguyen,Undirected,17
Jacobs,Diaz,Undirected,7
Carroll,Armstrong,Undirected,20
Silva,Haynes,Undirected,24
Thornton,Steele,Undirected,11
Walters,Cook,Undirected,23
Norris,Carr,Undirected,15
Gilbert,Thornton,Undirected,18
Adams,Mcdaniel,Undirected,16
Pearson,Brown,Undirected,8
Wong,Nguyen,Undirected,5
Vasquez,Garrett,Undirected,45
Bailey,Garcia,Undirected,64
Robinson,Ferguson,Undirected,62
Schneider,Park,Undirected,21
Graves,Bailey,Undirected,14
Dominguez,Lopez,Undirected,8
Lowe,Chambers,Undirected,28
Pierce,James,Undirected,17
Barker,Carroll,Undirected,5
Gordon,Barker,Undirected,25
Bradley,Larson,Undirected,14
Allen,Gomez,Undirected,14
Bradley,Peterson,Undirected,11
Stewart,Jenkins,Undirected,9
Graves,Maldonado,Undirected,9
Ramirez,Byrd,Undirected,10
Hall,Hamilton,Undirected,19
Lynch,Johnson,Undirected,11
Mccarthy,Garcia,Undirected,36
Garrett,Estrada,Undirected,32
James,Wilson,Undirected,28
Jacobs,Ferguson,Undirected,9
Nguyen,Little,Undirected,42
Murray,Mcdaniel,Undirected,28
Ferguson,Ruiz,Undirected,24
Black,Rios,Undirected,91
Roberts,Ramirez,Undirected,9
Benson,Neal,Undirected,10
Mendoza,Maldonado,Undirected,62
Douglas,Gomez,Undirected,6
Santos,Fernandez,Undirected,20
Welch,Newman,Undirected,14
Little,Gibson,Undirected,19
Douglas,Newman,Undirected,12
Schmidt,Larson,Undirected,43
Gutierrez,Vazquez,Undirected,57
Barker,Estrada,Undirected,8
Carroll,Lynch,Undirected,30
Becker,Walters,Undirected,48
Douglas,Griffin,Undirected,21
Davidson,Schmidt,Undirected,18
Gibson,Martin,Undirected,15
Hale,Washington,Undirected,9
Weber,Murray,Undirected,19
Estrada,Murray,Undirected,104
Welch,Watts,Undirected,12
Washington,Vaughn,Undirected,22
Gonzalez,Lowe,Undirected,12
Brown,Wilson,Undirected,28
Mason,Thomas,Undirected,28
Stewart,Howell,Undirected,83
Lee,Gonzales,Undirected,16
Walters,Park,Undirected,20
Guzman,Mason,Undirected,53
Moreno,Lewis,Undirected,35
Robinson,Douglas,Undirected,6
Martinez,Carroll,Undirected,24
Guerrero,Banks,Undirected,33
Castillo,Horton,Undirected,34
Johnson,Richardson,Undirected,28
Wong,Carlson,Undirected,36
Shelton,Wagner,Undirected,42
Graham,Patel,Undirected,5
Ramirez,Warner,Undirected,14
Robinson,Larson,Undirected,7
Simpson,Cole,Undirected,30
Cook,Ferguson,Undirected,10
Richards,Ramos,Undirected,24
Schmidt,Spencer,Undirected,16
Lee,Garrett,Undirected,50
Banks,Howell,Undirected,30
Robertson,Howell,Undirected,6
Medina,Harris,Undirected,15
Steele,Lambert,Undirected,35
Carroll,Patterson,Undirected,5
Diaz,Aguilar,Undirected,6
Banks,Ferguson,Undirected,6
Patterson,Perkins,Undirected,23
Spencer,Newman,Undirected,33
Douglas,Lewis,Undirected,8
Garcia,Sanders,Undirected,61
Bush,Vasquez,Undirected,19
Barnes,Park,Undirected,129
Wilson,Newman,Undirected,65
Stanley,Munoz,Undirected,150
Stanley,Rice,Undirected,14
Carlson,Maldonado,Undirected,6
Larson,Frazier,Undirected,52
Graves,Stanley,Undirected,26
Silva,Reyes,Undirected,35
Gilbert,Jenkins,Undirected,16
Becker,Gonzales,Undirected,32
Sanders,Miller,Undirected,5
Benson,Parker,Undirected,8
Bryant,Woods,Undirected,6
Rivera,Patel,Undirected,20
Ramos,Ortiz,Undirected,22
Griffin,Hill,Undirected,41
Lawrence,Jones,Undirected,20
Hernandez,Richards,Undirected,19
Diaz,Schwartz,Undirected,15
Ferguson,Larson,Undirected,26
Silva,Wells,Undirected,34
Caldwell,Reyes,Undirected,19
Vasquez,Lynch,Undirected,72
Banks,Park,Undirected,25
Marshall,Palmer,Undirected,63
Gonzales,Neal,Undirected,28
Park,Garrett,Undirected,6
Newman,Dunn,Undirected,26
Hernandez,Vaughn,Undirected,32
Burns,Simpson,Undirected,27
Schneider,Hughes,Undirected,16
Estrada,Lynch,Undirected,43
Warner,Shelton,Undirected,12
Vasquez,Moreno,Undirected,24
Turner,Bradley,Undirected,18
Schneider,Gonzales,Undirected,24
Carroll,Lee,Undirected,16
Salazar,Diaz,Undirected,27
Parks,Snyder,Undirected,24
Nguyen,Gibson,Undirected,5
Jordan,Aguilar,Undirected,15
Robinson,Ortega,Undirected,7
Barnes,Carr,Undirected,26
Dunn,Rios,Undirected,13
Ramirez,Ramos,Undirected,21
Silva,Weaver,Undirected,13
Reed,Henderson,Undirected,6
Bryant,James,Undirected,20
Berry,Hoffman,Undirected,12
Simpson,Shaw,Undirected,24
Barnett,Lambert,Undirected,6
Munoz,Pearson,Undirected,66
Peterson,Carlson,Undirected,33
Salazar,Schneider,Undirected,41
Chen,Montgomery,Undirected,7
Neal,Vasquez,Undirected,38
Hill,Griffin,Undirected,26
Lynch,Robinson,Undirected,41
Alvarez,Harper,Undirected,38
Jennings,Delgado,Undirected,9
Aguilar,Jordan,Undirected,10
Lane,Douglas,Undirected,9
Jimenez,Stewart,Undirected,8
Wagner,Perez,Undirected,18
Banks,Guerrero,Undirected,10
Hughes,Garrett,Undirected,11
Armstrong,Ruiz,Undirected,8
Gomez,Hill,Undirected,14
Robinson,Castillo,Undirected,24
Bryant,Armstrong,Undirected,20
Weber,Rhodes,Undirected,22
Graves,Jimenez,Undirected,22
Horton,Schmidt,Undirected,13
Haynes,Harvey,Undirected,37
Barnes,Bradley,Undirected,34
Allen,Lee,Undirected,26
Watts,Maldonado,Undirected,23
Stewart,Lambert,Undirected,8
Barnes,Frazier,Undirected,185
Lewis,Hopkins,Undirected,7
Armstrong,Chambers,Undirected,14
Ford,Morris,Undirected,11
Carroll,Mcdaniel,Undirected,25
Walters,Peterson,Undirected,16
Nguyen,Silva,Undirected,5
Chambers,Spencer,Undirected,10
White,Cohen,Undirected,33
Perkins,Frazier,Undirected,25
Armstrong,Turner,Undirected,19
Castro,Sullivan,Undirected,24
Harrison,Dunn,Undirected,54
Wilson,Stone,Undirected,15
Craig,Brewer,Undirected,53
Nguyen,Hughes,Undirected,25
Lewis,Norris,Undirected,9
Bailey,Garrett,Undirected,79
Schwartz,Berry,Undirected,26
Williams,Vaughn,Undirected,6
Cohen,White,Undirected,62
Watts,Carroll,Undirected,11
Hall,Hughes,Undirected,11
Schneider,Carr,Undirected,23
Clark,Russell,Undirected,41
Griffin,Murray,Undirected,19
Harris,Dixon,Undirected,9
Wilson,Estrada,Undirected,11
Johnston,Schultz,Undirected,76
Gonzales,Banks,Undirected,24
Pearson,Romero,Undirected,39
Holland,Hunter,Undirected,12
Wade,Kelly,Undirected,11
Coleman,Stephens,Undirected,33
Stanley,Banks,Undirected,39
Newman,Spencer,Undirected,14
Greene,White,Undirected,22
Chen,Sullivan,Undirected,6
Carr,Schneider,Undirected,21
Chavez,Bennett,Undirected,13
Dominguez,Meyer,Undirected,26
Horton,Guzman,Undirected,6
Lane,Neal,Undirected,5
Carlson,Spencer,Undirected,17
Jordan,Banks,Undirected,26
Maldonado,Miller,Undirected,19
Murray,Wilson,Undirected,42
Bryant,Reynolds,Undirected,24
Griffin,Douglas,Undirected,21
Hernandez,Ramirez,Undirected,12
Wilson,Mendoza,Undirected,21
Garrett,Stone,Undirected,16
Maldonado,Moreno,Undirected,8
Ramirez,Shelton,Undirected,34
Watts,Martinez,Undirected,29
Wilson,Pierce,Undirected,9
Powers,Ross,Undirected,25
Armstrong,Barker,Undirected,12
Schultz,Johnston,Undirected,7
Gonzales,Salazar,Undirected,20
Harris,Marshall,Undirected,13
Bryant,Carroll,Undirected,19
Mcdaniel,Park,Undirected,10
May,Schwartz,Undirected,9
Banks,Allen,Undirected,17
Gray,Hart,Undirected,30
Perkins,Schneider,Undirected,47
Hoffman,Johnson,Undirected,8
Craig,Lawrence,Undirected,8
Carr,Ferguson,Undirected,35
Barnes,Ford,Undirected,33
Park,Larson,Undirected,7
Hill,Mcdaniel,Undirected,87
Craig,Holt,Undirected,72
Morrison,Butler,Undirected,31
Gomez,Gibson,Undirected,12
Park,Murray,Undirected,27
Little,Ferguson,Undirected,7
Richardson,Ross,Undirected,8
Bradley,Turner,Undirected,25
Fields,Fisher,Undirected,30
Jordan,Salazar,Undirected,5
Weaver,Arnold,Undirected,7
Stephens,Stewart,Undirected,23
Robinson,Gonzales,Undirected,47
Bush,Mcdaniel,Undirected,10
Mccarthy,Gonzalez,Undirected,24
Schneider,Aguilar,Undirected,26
Munoz,Bennett,Undirected,18
Robinson,Diaz,Undirected,11
Tran,Hoffman,Undirected,22
Neal,Banks,Undirected,40
Kelley,Mendoza,Undirected,11
Olson,Harrison,Undirected,26
Patel,Chapman,Undirected,22
Frazier,Larson,Undirected,27
Meyer,Dominguez,Undirected,16
Murray,Bell,Undirected,70
Perry,Watts,Undirected,5
Spencer,Welch,Undirected,7
Steele,Thornton,Undirected,16
Rhodes,Green,Undirected,11
Pearson,Wilson,Undirected,5
Hart,Gray,Undirected,29
Garcia,Harvey,Undirected,14
Lewis,Barnes,Undirected,19
Howell,Lynch,Undirected,70
Brooks,Lewis,Undirected,15
Bryant,Lewis,Undirected,12
Little,Walters,Undirected,16
Maldonado,Murray,Undirected,31
Sanchez,Ortiz,Undirected,34
Pena,Lewis,Undirected,43
Schultz,Mcdaniel,Undirected,29
Munoz,Stanley,Undirected,60
Neal,Stewart,Undirected,57
Daniels,Powell,Undirected,30
Salazar,Gibson,Undirected,30
Lynch,Lewis,Undirected,14
Green,Harrison,Undirected,16
Robertson,Neal,Undirected,7
Douglas,Robinson,Undirected,39
Miller,Franklin,Undirected,38
Castillo,Carr,Undirected,12
Watts,Lee,Undirected,51
Powers,Arnold,Undirected,40
Medina,Snyder,Undirected,10
Warner,Richards,Undirected,8
Garrett,Chambers,Undirected,18
Diaz,Woods,Undirected,11
Murray,Barnes,Undirected,35
Vega,Stewart,Undirected,111
Maldonado,Garrett,Undirected,28
Andrews,Hansen,Undirected,5
Frazier,Myers,Undirected,31
Lowe,Gomez,Undirected,5
Armstrong,Bradley,Undirected,25
Shelton,Ramirez,Undirected,7
Griffin,Spencer,Undirected,7
Johnson,Lynch,Undirected,10
Newman,Pearson,Undirected,28
Thornton,Burton,Undirected,10
Carr,Hamilton,Undirected,9
Banks,Watts,Undirected,100
Pena,Gibson,Undirected,25
Newman,Schwartz,Undirected,43
Schneider,Davidson,Undirected,34
Reyes,Jenkins,Undirected,61
Hansen,Cole,Undirected,44
Lee,Maldonado,Undirected,24
Elliott,Douglas,Undirected,47
Newman,Stanley,Undirected,57
Chapman,Gordon,Undirected,5
Russell,Lambert,Undirected,31
Horton,Ruiz,Undirected,7
Allen,Lewis,Undirected,11
Stone,Armstrong,Undirected,19
Reynolds,Lewis,Undirected,24
Lynch,Mendoza,Undirected,7
Foster,Medina,Undirected,78
Gomez,Stone,Undirected,20
Martin,Benson,Undirected,15
Banks,Rice,Undirected,8
Hernandez,Warner,Undirected,146
Shelton,Williams,Undirected,146
Robinson,Moreno,Undirected,52
Stevens,Maldonado,Undirected,7
Sullivan,Walsh,Undirected,127
Medina,Fernandez,Undirected,17
Bryant,Lee,Undirected,44
Henry,Wilson,Undirected,44
Allen,Murray,Undirected,21
Mcdaniel,Estrada,Undirected,8
Pearson,Bryant,Undirected,13
Ortega,Hunt,Undirected,21
Horton,Nguyen,Undirected,7
Sutton,Horton,Undirected,74
Armstrong,Morris,Undirected,10
Spencer,Mcdaniel,Undirected,100
Walker,Barker,Undirected,14
Howard,Lynch,Undirected,14
Hale,Rose,Undirected,67
Lewis,Mccoy,Undirected,32
Horton,Ford,Undirected,7
Lewis,Armstrong,Undirected,6
Sutton,Jordan,Undirected,7
Reyes,Gilbert,Undirected,7
Maldonado,Stewart,Undirected,7
Hall,Oliver,Undirected,42
Hughes,Perkins,Undirected,18
Pearson,Chavez,Undirected,26
Spencer,Carroll,Undirected,19
Brewer,Hart,Undirected,18
Munoz,Schwartz,Undirected,17
Carlson,Chambers,Undirected,55
Bryant,Mason,Undirected,10
Banks,Gibson,Undirected,10
Murray,Carter,Undirected,62
Mcdaniel,Lynch,Undirected,35
Foster,Fernandez,Undirected,43
Neal,Chambers,Undirected,30
Lee,Carroll,Undirected,28
Armstrong,Banks,Undirected,18
Watts,Watson,Undirected,21
Pearson,Schwartz,Undirected,62
Bradley,Jacobs,Undirected,33
Hill,Robinson,Undirected,8
Vasquez,Brown,Undirected,11
Morales,White,Undirected,49
Jackson,Simpson,Undirected,7
Lee,Bell,Undirected,19
Ferguson,Contreras,Undirected,70
Williams,Warner,Undirected,11
Wong,Henry,Undirected,33
Gregory,Padilla,Undirected,13
Salazar,Chambers,Undirected,44
Richards,Shelton,Undirected,15
Lewis,Griffin,Undirected,5
Norris,Walters,Undirected,45
Estrada,Gonzales,Undirected,50
Bryant,Nguyen,Undirected,22
Lynch,Carroll,Undirected,24
Padilla,Murray,Undirected,11
Allen,Chambers,Undirected,19
Carroll,Pierce,Undirected,15
White,Greene,Undirected,46
Carroll,Arnold,Undirected,17
Thomas,Cook,Undirected,73
Burton,Gilbert,Undirected,22
Stephens,Thornton,Undirected,25
Barnes,Wong,Undirected,28
Silva,Powers,Undirected,13
Welch,Watson,Undirected,5
Newman,Weaver,Undirected,13
Price,Collins,Undirected,9
Pearson,Allen,Undirected,96
Wilson,Carroll,Undirected,26
Banks,Mcdaniel,Undirected,29
Austin,Wheeler,Undirected,26
Schmidt,Arnold,Undirected,39
Bell,Chambers,Undirected,15
Maldonado,Jenkins,Undirected,88
Ramos,Vaughn,Undirected,9
Hopkins,Bradley,Undirected,40
Sutton,Hughes,Undirected,80
Nguyen,Walters,Undirected,11
Richards,Warner,Undirected,23
Hill,Norris,Undirected,7
Maldonado,Bradley,Undirected,24
Newman,Cunningham,Undirected,10
Holland,Holt,Undirected,37
Neal,Hamilton,Undirected,11
Pearson,Jacobs,Undirected,45
Peterson,Wells,Undirected,8
Stevens,Hughes,Undirected,6
Tran,Dean,Undirected,41
Larson,Robinson,Undirected,12
Gibson,Barnes,Undirected,23
Gilbert,Silva,Undirected,46
Contreras,Robinson,Undirected,8
Silva,Salazar,Undirected,28
Rios,Murray,Undirected,17
Robertson,Miller,Undirected,17
Garcia,Chambers,Undirected,27
Reyes,Maldonado,Undirected,13
Turner,Mcdaniel,Undirected,43
Nelson,Lewis,Undirected,33
Lopez,Hernandez,Undirected,10
Hunt,Long,Undirected,70
Cohen,Gutierrez,Undirected,15
Carr,Frazier,Undirected,20
Vasquez,Martinez,Undirected,25
Young,Chambers,Undirected,21
Brown,Lucas,Undirected,21
Harris,Simpson,Undirected,285
Horton,Sutton,Undirected,41
Woods,Vega,Undirected,14
Ford,Walters,Undirected,138
Hill,Woods,Undirected,18
Aguilar,Schneider,Undirected,48
Larson,Norris,Undirected,38
Lewis,Richardson,Undirected,89
Hill,Ferguson,Undirected,22
Clark,Reyes,Undirected,7
Mcdaniel,Moreno,Undirected,38
Sullivan,Hudson,Undirected,58
Chambers,Webb,Undirected,25
Peterson,Nguyen,Undirected,12
Allen,Myers,Undirected,9
Phillips,Snyder,Undirected,13
Henry,Watts,Undirected,5
Salazar,Munoz,Undirected,7
Jacobs,Mcdaniel,Undirected,8
Spencer,Miles,Undirected,6
Henry,Welch,Undirected,13
Howell,Stanley,Undirected,13
